invoice_id,customer_id,due_date,invoice_amount,days_overdue,prior_late_payments,dispute_flagged_in_ar,avg_days_late_last_6_invoices,purchase_order_required,purchase_order_on_invoice,invoice_revision_count,amount_variance_vs_contract_pct,acknowledged_in_portal,hour_of_day,true_root_cause,logged_action,logged_recovered,po_do_nothing,po_automated_reminder,po_automated_reminder_with_payment_plan_offer,po_escalate_to_collections
inv_000010,cust_000865,2026-05-20T00:00:00,11294.98,90,7,False,21.0,False,True,0,0.54,True,18,chronic_late_payer,escalate_to_collections,False,False,False,False,False
inv_000011,cust_000088,2026-04-15T00:00:00,12853.38,5,3,False,12.9,False,True,0,0.95,False,12,cash_flow_issue,escalate_to_collections,True,False,False,True,True
inv_000012,cust_000588,2026-03-24T00:00:00,6452.75,5,5,False,27.2,True,True,0,1.17,True,11,chronic_late_payer,do_nothing,True,True,True,True,True
inv_000013,cust_000675,2026-01-17T00:00:00,7148.11,30,5,False,14.1,False,True,1,2.92,False,13,invoice_error,escalate_to_collections,False,False,False,False,False
inv_000014,cust_001313,2026-01-27T00:00:00,43988.17,1,2,False,4.5,False,True,0,8.84,True,15,dispute_pending,automated_reminder,False,False,False,False,False
inv_000015,cust_000870,2026-06-28T00:00:00,1237045.93,5,1,False,16.9,True,True,0,0.67,False,13,chronic_late_payer,escalate_to_collections,False,False,False,False,False
inv_000016,cust_000673,2026-02-22T00:00:00,67146.85,15,0,False,11.8,False,True,0,0.58,True,14,cash_flow_issue,escalate_to_collections,False,False,False,True,False
inv_000017,cust_000792,2026-07-04T00:00:00,31326.13,30,4,False,12.2,False,True,0,0.69,False,13,chronic_late_payer,escalate_to_collections,True,True,True,True,True
inv_000018,cust_000204,2026-05-19T00:00:00,20419.52,90,4,False,6.4,True,True,1,1.14,False,13,cash_flow_issue,do_nothing,False,False,True,True,True
inv_000019,cust_000368,2026-05-25T00:00:00,28852.29,15,7,False,14.7,True,True,0,1.32,True,14,chronic_late_payer,automated_reminder_with_payment_plan_offer,False,False,False,False,True
inv_000020,cust_000673,2026-06-17T00:00:00,24515.69,120,5,False,16.3,True,True,0,0.77,True,13,cash_flow_issue,automated_reminder,True,False,True,True,True
inv_000021,cust_000589,2026-01-04T00:00:00,20885.47,5,7,False,18.1,False,True,0,0.47,True,17,cash_flow_issue,automated_reminder,True,False,True,True,False
inv_000022,cust_000186,2026-06-28T00:00:00,33212.96,45,5,True,3.5,True,True,0,3.71,True,10,dispute_pending,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000023,cust_000189,2026-03-02T00:00:00,67340.01,45,4,False,2.2,False,True,0,0.72,True,10,cash_flow_issue,do_nothing,False,False,False,True,False
inv_000024,cust_000164,2026-03-27T00:00:00,18882.86,60,2,False,5.3,True,True,0,0.77,True,9,cash_flow_issue,do_nothing,False,False,False,False,False
inv_000025,cust_000836,2026-06-04T00:00:00,24196.81,5,7,False,23.1,True,True,0,0.43,True,17,chronic_late_payer,automated_reminder,True,True,True,False,False
inv_000026,cust_000084,2026-04-01T00:00:00,13874.61,45,6,False,10.6,True,True,0,1.48,True,9,cash_flow_issue,automated_reminder,False,False,False,False,False
inv_000027,cust_000481,2026-02-23T00:00:00,39794.27,30,3,False,9.3,True,True,0,0.52,True,14,cash_flow_issue,automated_reminder,True,True,True,False,True
inv_000028,cust_001019,2026-02-04T00:00:00,36453.3,15,1,False,9.7,False,True,1,0.13,True,18,chronic_late_payer,automated_reminder,True,False,True,True,True
inv_000029,cust_000471,2026-04-01T00:00:00,585236.79,90,6,False,20.1,False,True,0,1.07,True,15,chronic_late_payer,escalate_to_collections,True,True,False,True,True
inv_000030,cust_001254,2026-07-08T00:00:00,59666.76,1,2,False,4.1,True,False,0,0.34,True,12,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,False,True,True,True
inv_000031,cust_001027,2026-02-23T00:00:00,39955.65,90,3,True,3.3,False,True,0,9.24,True,11,dispute_pending,automated_reminder,False,False,False,False,False
inv_000032,cust_001486,2026-03-06T00:00:00,77530.29,120,5,False,8.6,False,True,0,0.38,True,15,cash_flow_issue,escalate_to_collections,True,False,False,False,True
inv_000033,cust_001149,2026-06-07T00:00:00,11829.23,120,3,False,22.9,True,True,0,0.11,True,16,chronic_late_payer,automated_reminder,True,False,True,False,False
inv_000034,cust_000278,2026-03-13T00:00:00,240763.61,30,1,True,2.1,True,True,1,7.16,True,17,dispute_pending,escalate_to_collections,False,False,False,False,False
inv_000035,cust_000701,2026-05-17T00:00:00,49101.25,90,8,False,31.4,True,True,0,0.62,False,9,chronic_late_payer,automated_reminder_with_payment_plan_offer,True,False,True,True,False
inv_000036,cust_000642,2026-05-02T00:00:00,26238.74,30,7,False,25.8,False,True,0,0.16,True,12,chronic_late_payer,automated_reminder,False,False,False,False,False
inv_000037,cust_000019,2026-07-10T00:00:00,11837.68,90,8,False,30.4,True,True,0,0.56,True,12,chronic_late_payer,do_nothing,True,True,False,True,True
inv_000038,cust_001155,2026-05-29T00:00:00,57607.2,90,5,False,10.0,True,True,0,0.91,False,14,chronic_late_payer,automated_reminder_with_payment_plan_offer,False,False,False,False,True
inv_000039,cust_001069,2026-03-04T00:00:00,13413.69,1,0,True,0.0,True,True,0,4.55,False,18,dispute_pending,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000040,cust_001073,2026-05-20T00:00:00,18675.79,60,1,False,0.0,False,True,0,10.0,False,14,invoice_error,automated_reminder,False,False,False,False,False
inv_000041,cust_000631,2026-05-21T00:00:00,189579.72,30,5,False,10.7,False,True,0,0.4,True,12,cash_flow_issue,automated_reminder,True,True,True,True,True
inv_000042,cust_001436,2026-06-13T00:00:00,37388.92,30,3,False,13.7,True,True,0,0.75,True,15,cash_flow_issue,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000043,cust_001431,2026-02-25T00:00:00,41169.73,1,7,False,26.0,False,True,0,0.03,False,11,chronic_late_payer,automated_reminder,True,True,True,True,True
inv_000044,cust_000480,2026-05-30T00:00:00,14505.97,30,5,False,16.5,True,True,0,0.83,True,18,chronic_late_payer,escalate_to_collections,False,True,False,True,False
inv_000045,cust_001284,2026-02-28T00:00:00,28695.34,30,1,False,5.2,True,False,0,6.41,True,13,dispute_pending,escalate_to_collections,True,False,False,True,True
inv_000046,cust_000734,2026-01-20T00:00:00,3000.0,15,3,False,4.8,False,True,0,0.71,True,13,cash_flow_issue,automated_reminder,True,False,True,True,True
inv_000047,cust_000586,2026-05-01T00:00:00,50160.9,30,0,False,7.0,True,True,0,0.39,True,15,cash_flow_issue,do_nothing,False,False,True,False,True
inv_000048,cust_000378,2026-05-30T00:00:00,54817.52,5,2,False,8.5,True,True,0,0.3,True,12,cash_flow_issue,escalate_to_collections,False,False,False,False,False
inv_000049,cust_000071,2026-01-05T00:00:00,20493.18,60,6,False,17.1,False,True,1,0.13,True,14,chronic_late_payer,automated_reminder_with_payment_plan_offer,False,False,False,False,True
inv_000050,cust_001111,2026-02-19T00:00:00,47732.14,5,5,False,5.1,True,True,0,0.49,True,12,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,False,False,True,False
inv_000051,cust_000690,2026-01-02T00:00:00,44224.66,1,0,True,0.0,False,True,0,0.72,True,10,dispute_pending,do_nothing,False,False,True,False,True
inv_000052,cust_000313,2026-03-03T00:00:00,33314.58,5,6,False,18.5,True,True,0,0.62,True,15,chronic_late_payer,escalate_to_collections,True,False,False,True,True
inv_000053,cust_000110,2026-01-13T00:00:00,7992.15,30,4,False,8.9,False,True,0,0.34,False,15,chronic_late_payer,do_nothing,False,False,True,True,False
inv_000054,cust_000968,2026-01-05T00:00:00,69163.46,60,4,False,5.2,False,True,0,0.54,False,11,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,True,False,True,False
inv_000055,cust_001257,2026-05-26T00:00:00,360238.66,15,4,False,0.2,True,True,0,0.41,True,17,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,False,True,True,True
inv_000056,cust_001262,2026-02-22T00:00:00,85955.91,45,2,False,3.8,True,False,2,6.48,False,18,invoice_error,automated_reminder,False,False,False,False,False
inv_000057,cust_000168,2026-07-11T00:00:00,72387.57,30,6,False,24.9,True,True,0,0.86,False,9,chronic_late_payer,automated_reminder_with_payment_plan_offer,True,False,True,True,True
inv_000058,cust_000291,2026-03-31T00:00:00,23216.47,120,4,False,5.3,False,True,0,0.06,True,9,cash_flow_issue,do_nothing,False,False,True,True,True
inv_000059,cust_000741,2026-03-20T00:00:00,17066.42,5,7,False,21.6,True,True,0,1.16,False,18,chronic_late_payer,escalate_to_collections,True,True,True,True,True
inv_000060,cust_000740,2026-05-27T00:00:00,72204.85,45,2,False,26.5,True,True,0,0.0,False,12,chronic_late_payer,automated_reminder,True,True,True,False,False
inv_000061,cust_000535,2026-07-02T00:00:00,34822.55,30,0,True,2.4,True,True,0,0.07,True,10,dispute_pending,automated_reminder,False,False,False,False,False
inv_000062,cust_000934,2026-05-13T00:00:00,45742.66,120,6,True,11.3,False,True,0,1.03,True,13,dispute_pending,automated_reminder,False,False,False,False,False
inv_000063,cust_001046,2026-02-14T00:00:00,645771.35,30,3,False,2.2,True,True,0,6.23,True,16,dispute_pending,escalate_to_collections,False,False,False,False,False
inv_000064,cust_000459,2026-03-06T00:00:00,1384621.96,1,6,False,22.6,True,True,0,0.27,True,11,chronic_late_payer,automated_reminder,False,False,False,True,True
inv_000065,cust_001377,2026-06-15T00:00:00,8306.24,5,0,False,10.4,True,True,1,0.47,False,14,cash_flow_issue,escalate_to_collections,True,False,True,True,True
inv_000066,cust_001160,2026-01-12T00:00:00,8181.82,120,2,False,9.9,False,True,0,0.54,True,10,cash_flow_issue,automated_reminder,False,False,False,False,False
inv_000067,cust_001060,2026-03-30T00:00:00,14912.98,45,3,False,10.5,True,True,0,0.54,True,15,cash_flow_issue,automated_reminder,False,False,False,True,False
inv_000068,cust_000610,2026-06-12T00:00:00,598828.24,1,2,False,2.4,False,True,0,0.03,True,15,cash_flow_issue,do_nothing,False,False,True,True,True
inv_000069,cust_000911,2026-01-28T00:00:00,9013.61,15,7,False,17.5,False,True,0,11.39,False,13,invoice_error,escalate_to_collections,False,False,False,False,False
inv_000070,cust_000668,2026-05-17T00:00:00,12243.68,120,2,False,3.7,True,True,1,0.69,True,17,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,False,True,True,False
inv_000071,cust_000654,2026-01-10T00:00:00,977361.27,30,8,False,23.0,True,True,0,0.17,False,11,chronic_late_payer,automated_reminder,False,False,False,True,False
inv_000072,cust_000368,2026-06-01T00:00:00,20695.04,60,0,False,0.9,True,False,1,12.48,True,9,invoice_error,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000073,cust_000996,2026-05-26T00:00:00,41861.51,1,8,False,18.1,True,True,0,0.77,False,16,chronic_late_payer,do_nothing,False,False,False,False,False
inv_000074,cust_001377,2026-01-02T00:00:00,25605.36,30,8,False,29.3,True,True,0,0.75,True,17,chronic_late_payer,automated_reminder_with_payment_plan_offer,True,False,True,True,True
inv_000075,cust_000648,2026-06-27T00:00:00,6532.42,5,2,False,7.2,True,True,0,11.89,False,15,invoice_error,escalate_to_collections,False,False,False,False,False
inv_000076,cust_000245,2026-07-09T00:00:00,576739.32,1,5,False,25.0,True,True,0,1.26,False,9,chronic_late_payer,automated_reminder,True,False,True,False,True
inv_000077,cust_001376,2026-01-18T00:00:00,87179.38,120,7,False,37.2,True,True,0,0.68,False,13,chronic_late_payer,escalate_to_collections,True,False,False,True,True
inv_000078,cust_001144,2026-01-28T00:00:00,511458.55,45,7,False,22.4,True,True,0,0.85,True,9,chronic_late_payer,automated_reminder,False,False,False,False,False
inv_000079,cust_000806,2026-02-24T00:00:00,47558.24,60,5,False,16.0,False,True,0,0.66,True,15,chronic_late_payer,automated_reminder,False,False,False,False,False
inv_000080,cust_000898,2026-06-17T00:00:00,13870.17,1,3,False,19.4,True,True,0,1.22,True,17,chronic_late_payer,do_nothing,True,True,False,False,True
inv_000081,cust_000514,2026-03-26T00:00:00,28705.07,60,1,False,24.5,False,True,0,0.53,True,16,chronic_late_payer,do_nothing,False,False,False,False,True
inv_000082,cust_000027,2026-03-13T00:00:00,75825.4,5,4,False,9.8,True,True,0,1.16,False,10,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,True,True,True,True
inv_000083,cust_000985,2026-02-14T00:00:00,62745.86,120,4,True,10.1,True,True,0,9.22,True,15,dispute_pending,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000084,cust_001220,2026-03-13T00:00:00,17668.8,30,3,True,8.1,False,True,0,1.76,True,17,dispute_pending,automated_reminder,False,False,False,False,False
inv_000085,cust_001370,2026-02-11T00:00:00,31342.95,1,0,False,17.6,True,False,1,0.93,True,10,chronic_late_payer,escalate_to_collections,True,False,True,True,True
inv_000086,cust_000242,2026-04-16T00:00:00,12086.0,1,4,True,6.5,True,True,0,4.64,False,16,dispute_pending,escalate_to_collections,False,False,False,False,False
inv_000087,cust_000264,2026-02-25T00:00:00,14678.13,120,1,False,13.9,True,True,0,0.06,True,11,chronic_late_payer,automated_reminder,False,False,False,False,False
inv_000088,cust_001185,2026-02-10T00:00:00,6916.69,90,3,True,15.6,True,True,0,15.45,True,9,dispute_pending,do_nothing,False,False,False,False,False
inv_000089,cust_001046,2026-06-11T00:00:00,256249.02,15,3,False,12.4,True,True,0,3.08,False,9,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,False,False,True,True
inv_000090,cust_000884,2026-07-10T00:00:00,744980.5,1,6,False,17.5,True,True,0,0.73,False,10,chronic_late_payer,do_nothing,True,True,True,True,False
inv_000091,cust_000744,2026-06-05T00:00:00,8922.86,45,2,True,7.4,True,False,0,7.16,True,14,dispute_pending,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000092,cust_000006,2026-03-14T00:00:00,50998.64,60,7,False,13.9,True,False,1,9.81,False,13,invoice_error,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000093,cust_000642,2026-06-19T00:00:00,11136.22,30,6,True,17.2,True,False,0,3.07,True,9,dispute_pending,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000094,cust_000056,2026-02-07T00:00:00,26291.72,120,4,True,8.4,True,True,0,9.56,True,17,dispute_pending,do_nothing,False,False,False,False,False
inv_000095,cust_000158,2026-05-13T00:00:00,75016.01,120,3,True,7.7,True,True,0,5.74,True,10,dispute_pending,automated_reminder_with_payment_plan_offer,False,False,False,False,True
inv_000096,cust_000315,2026-03-25T00:00:00,39705.62,60,8,False,20.5,True,True,0,0.17,False,10,chronic_late_payer,do_nothing,True,True,True,False,False
inv_000097,cust_000968,2026-05-09T00:00:00,48803.42,5,4,False,4.6,True,True,0,5.4,False,12,invoice_error,escalate_to_collections,False,False,False,False,False
inv_000098,cust_001398,2026-01-23T00:00:00,15430.65,60,6,False,10.2,True,False,0,3.68,True,14,invoice_error,escalate_to_collections,False,False,False,False,False
inv_000099,cust_000396,2026-04-04T00:00:00,92859.89,45,1,False,6.3,False,True,0,0.39,True,11,cash_flow_issue,do_nothing,True,True,False,False,True
inv_000100,cust_001283,2026-02-12T00:00:00,80061.02,30,0,False,4.7,False,True,0,0.93,True,17,cash_flow_issue,automated_reminder,True,False,True,False,False
inv_000101,cust_000438,2026-05-29T00:00:00,17063.85,5,2,False,6.7,False,True,2,10.41,False,13,invoice_error,automated_reminder,False,False,False,False,False
inv_000102,cust_000779,2026-05-09T00:00:00,12447.54,30,4,False,5.0,True,True,0,0.46,True,10,cash_flow_issue,do_nothing,False,False,True,True,False
inv_000103,cust_000287,2026-02-05T00:00:00,45478.04,1,1,False,5.4,True,True,0,2.23,True,14,cash_flow_issue,automated_reminder_with_payment_plan_offer,False,True,True,False,False
inv_000104,cust_000357,2026-06-04T00:00:00,96618.77,45,3,False,12.6,True,True,0,0.35,True,9,cash_flow_issue,automated_reminder,True,True,True,True,True
inv_000105,cust_001072,2026-04-09T00:00:00,48323.8,120,0,False,9.5,False,True,0,0.17,True,11,cash_flow_issue,do_nothing,False,False,True,True,False
inv_000106,cust_000803,2026-04-15T00:00:00,27228.71,15,4,False,7.1,True,False,2,14.87,False,12,invoice_error,escalate_to_collections,False,False,False,False,False
inv_000107,cust_000191,2026-04-04T00:00:00,1112750.8,1,0,False,8.6,False,True,0,2.4,True,11,cash_flow_issue,automated_reminder,True,False,True,True,True
inv_000108,cust_001155,2026-02-23T00:00:00,51272.46,1,5,False,8.7,True,True,0,1.42,True,9,cash_flow_issue,escalate_to_collections,False,False,False,True,False
inv_000109,cust_000242,2026-03-30T00:00:00,13263.67,90,3,False,36.8,True,True,0,0.71,True,12,chronic_late_payer,automated_reminder,False,False,False,True,False
inv_000110,cust_000559,2026-05-24T00:00:00,4500.38,1,5,False,27.1,True,True,0,0.63,False,10,chronic_late_payer,escalate_to_collections,False,False,True,False,False
inv_000111,cust_001472,2026-02-23T00:00:00,101290.31,60,3,False,6.9,False,True,0,0.81,True,14,cash_flow_issue,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000112,cust_000118,2026-06-07T00:00:00,23957.68,15,6,False,31.1,True,True,0,0.79,False,11,chronic_late_payer,escalate_to_collections,False,False,False,False,False
inv_000113,cust_000975,2026-03-29T00:00:00,17359.92,90,2,False,7.9,True,True,0,0.86,False,10,cash_flow_issue,automated_reminder,True,False,True,False,False
inv_000114,cust_000901,2026-01-13T00:00:00,72050.56,15,3,False,9.9,False,True,0,0.51,True,12,chronic_late_payer,escalate_to_collections,True,False,False,True,True
inv_000115,cust_000100,2026-03-24T00:00:00,95343.95,120,0,True,0.0,True,True,0,12.99,True,11,dispute_pending,automated_reminder,False,False,False,False,True
inv_000116,cust_001406,2026-06-02T00:00:00,26424.55,60,7,False,22.9,True,True,0,0.35,True,9,chronic_late_payer,automated_reminder,True,False,True,False,False
inv_000117,cust_001414,2026-01-11T00:00:00,97247.88,120,5,False,8.6,True,False,0,1.51,True,11,cash_flow_issue,automated_reminder,True,False,True,True,True
inv_000118,cust_001230,2026-01-01T00:00:00,103334.49,15,4,False,20.0,True,False,0,0.58,False,12,chronic_late_payer,do_nothing,True,True,False,True,True
inv_000119,cust_000466,2026-06-28T00:00:00,17127.93,120,2,False,10.3,False,True,1,1.89,True,16,cash_flow_issue,automated_reminder_with_payment_plan_offer,False,False,False,False,True
inv_000120,cust_000740,2026-05-20T00:00:00,34307.12,45,2,False,4.0,True,True,0,1.54,True,14,cash_flow_issue,escalate_to_collections,False,False,False,True,False
inv_000121,cust_001190,2026-03-29T00:00:00,262239.12,15,3,False,13.7,True,True,0,1.79,False,10,chronic_late_payer,escalate_to_collections,True,False,True,True,True
inv_000122,cust_000667,2026-04-04T00:00:00,100517.17,120,6,False,16.1,True,True,0,0.66,True,18,chronic_late_payer,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000123,cust_000763,2026-01-12T00:00:00,3000.0,45,8,False,19.2,False,True,0,1.32,True,11,chronic_late_payer,escalate_to_collections,True,True,True,True,True
inv_000124,cust_000740,2026-03-14T00:00:00,83320.94,1,2,False,34.5,True,True,0,1.15,False,14,chronic_late_payer,automated_reminder_with_payment_plan_offer,True,False,True,True,True
inv_000125,cust_000379,2026-04-21T00:00:00,27072.14,1,5,True,4.1,False,True,0,7.01,True,16,dispute_pending,automated_reminder,False,False,False,False,False
inv_000126,cust_001438,2026-03-13T00:00:00,29931.68,15,5,True,8.2,True,True,0,11.5,True,11,dispute_pending,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000127,cust_000514,2026-06-16T00:00:00,77324.82,120,1,False,7.0,False,True,0,0.24,True,9,cash_flow_issue,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000128,cust_001070,2026-01-29T00:00:00,35321.03,5,7,False,25.9,True,True,0,0.31,True,15,chronic_late_payer,do_nothing,False,False,True,True,True
inv_000129,cust_000019,2026-02-27T00:00:00,27020.86,15,6,False,33.6,False,True,1,0.73,True,11,chronic_late_payer,automated_reminder,True,False,True,True,False
inv_000130,cust_001499,2026-05-05T00:00:00,78909.53,30,3,False,6.3,True,True,1,1.33,True,10,cash_flow_issue,automated_reminder,True,False,True,True,False
inv_000131,cust_000708,2026-05-18T00:00:00,4652.47,90,5,False,30.9,True,True,0,1.23,True,9,chronic_late_payer,automated_reminder,True,False,True,False,True
inv_000132,cust_000648,2026-05-17T00:00:00,7395.83,1,2,True,10.1,True,True,0,4.32,True,13,dispute_pending,do_nothing,False,False,False,True,False
inv_000133,cust_001364,2026-06-23T00:00:00,65263.54,5,1,False,5.9,True,True,0,1.33,True,17,cash_flow_issue,escalate_to_collections,False,True,True,False,False
inv_000134,cust_000423,2026-04-19T00:00:00,30684.04,120,4,False,7.2,False,True,0,0.5,True,15,cash_flow_issue,escalate_to_collections,False,False,False,False,False
inv_000135,cust_000225,2026-03-19T00:00:00,34304.17,5,3,False,0.6,False,True,1,0.81,True,15,cash_flow_issue,automated_reminder,True,True,True,True,True
inv_000136,cust_000149,2026-04-16T00:00:00,15416.94,5,0,False,3.8,False,True,0,0.3,False,12,cash_flow_issue,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000137,cust_000720,2026-04-23T00:00:00,21005.31,30,1,False,3.0,True,True,0,1.34,False,13,cash_flow_issue,do_nothing,True,True,False,True,True
inv_000138,cust_000691,2026-05-31T00:00:00,3383.45,1,2,False,14.4,False,True,1,0.96,True,14,chronic_late_payer,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000139,cust_000830,2026-01-20T00:00:00,514921.08,120,6,False,18.8,True,True,0,0.03,True,11,cash_flow_issue,do_nothing,False,False,False,False,True
inv_000140,cust_000825,2026-06-17T00:00:00,76899.39,120,6,False,8.6,True,True,0,6.59,False,11,invoice_error,do_nothing,False,False,False,False,False
inv_000141,cust_000010,2026-03-15T00:00:00,5281.03,30,0,True,4.3,True,True,0,8.89,True,18,dispute_pending,automated_reminder,False,False,False,False,False
inv_000142,cust_000589,2026-04-20T00:00:00,70553.02,60,7,False,16.7,True,True,0,1.7,True,10,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,True,False,True,True
inv_000143,cust_000574,2026-04-07T00:00:00,95072.65,15,6,False,10.9,True,True,0,1.4,False,11,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,False,True,True,True
inv_000144,cust_000257,2026-02-13T00:00:00,141735.94,45,5,False,14.5,True,True,0,0.26,False,14,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,False,False,True,False
inv_000145,cust_000892,2026-03-04T00:00:00,1187431.05,30,6,False,5.5,True,True,0,0.39,True,12,cash_flow_issue,escalate_to_collections,False,False,False,True,False
inv_000146,cust_000662,2026-04-21T00:00:00,45990.8,60,0,False,9.2,True,False,2,11.67,False,17,invoice_error,escalate_to_collections,False,False,False,False,False
inv_000147,cust_000901,2026-03-31T00:00:00,48566.1,45,3,False,18.9,False,True,0,0.62,False,18,chronic_late_payer,automated_reminder,False,False,False,False,False
inv_000148,cust_000402,2026-01-20T00:00:00,35357.0,1,0,False,8.0,True,True,0,0.0,True,17,cash_flow_issue,escalate_to_collections,False,False,False,False,False
inv_000149,cust_000357,2026-05-10T00:00:00,80536.88,45,3,False,7.1,False,True,0,0.72,False,13,cash_flow_issue,automated_reminder,True,False,True,True,False
inv_000150,cust_000509,2026-04-19T00:00:00,58244.01,5,8,False,26.5,True,True,0,1.05,True,15,chronic_late_payer,automated_reminder_with_payment_plan_offer,True,False,False,True,False
inv_000151,cust_000574,2026-02-25T00:00:00,97906.55,5,6,False,5.8,True,True,0,1.36,True,16,cash_flow_issue,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000152,cust_001352,2026-06-10T00:00:00,11896.32,15,5,False,7.2,True,True,0,0.78,True,11,chronic_late_payer,do_nothing,True,True,True,True,True
inv_000153,cust_000693,2026-05-11T00:00:00,28550.37,30,3,True,5.3,True,True,0,1.77,True,10,dispute_pending,automated_reminder,False,False,False,False,False
inv_000154,cust_000740,2026-06-17T00:00:00,90968.5,90,5,False,19.4,True,True,0,0.33,True,12,chronic_late_payer,do_nothing,False,False,True,True,True
inv_000155,cust_000077,2026-02-17T00:00:00,5664.05,1,8,False,18.1,False,True,0,7.86,True,18,dispute_pending,do_nothing,False,False,False,False,False
inv_000156,cust_001222,2026-05-26T00:00:00,45418.73,15,4,False,8.2,True,True,0,0.98,True,13,chronic_late_payer,automated_reminder,False,False,False,False,False
inv_000157,cust_001327,2026-03-11T00:00:00,20771.59,90,1,False,7.3,False,True,1,1.38,True,12,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,False,True,True,True
inv_000158,cust_001465,2026-02-26T00:00:00,18576.52,30,1,True,4.9,True,True,0,10.2,True,18,dispute_pending,automated_reminder_with_payment_plan_offer,False,False,False,False,False
inv_000159,cust_001468,2026-04-08T00:00:00,35000.12,15,5,False,8.9,False,True,0,0.8,True,11,cash_flow_issue,escalate_to_collections,False,False,False,False,False
inv_000160,cust_000577,2026-03-15T00:00:00,32082.94,15,2,False,4.9,True,True,0,0.46,True,10,cash_flow_issue,automated_reminder_with_payment_plan_offer,True,False,True,True,False
inv_000161,cust_001430,2026-02-03T00:00:00,84356.19,30,2,False,0.0,True,False,0,4.21,False,17,invoice_error,escalate_to_collections,False,False,False,False,False
inv_000162,cust_000110,2026-07-05T00:00:00,8499.08,45,2,False,25.7,False,True,0,0.31,False,17,chronic_late_payer,do_nothing,True,True,False,False,False
inv_000163,cust_000990,2026-07-03T00:00:00,32300.24,5,2,False,14.1,False,True,0,1.08,True,15,cash_flow_issue,do_nothing,False,False,True,False,False
inv_000164,cust_001050,2026-05-18T00:00:00,66011.22,90,0,False,9.4,False,True,0,2.1,False,18,invoice_error,do_nothing,False,False,False,False,False
