txn_id,customer_id,failed_at,payment_method,bank,amount,decline_code,retry_count,hour_of_day,day_of_month,true_root_cause,is_fraudulent,logged_action,logged_recovered,po_do_nothing,po_immediate_retry,po_delayed_retry@12,po_delayed_retry@48,po_prompt_new_payment_method
txn_000033,cust_001493,2026-03-12T18:04:00,netbanking,Yes Bank,1515.7,91,2,18,20,technical_bank_side,False,prompt_new_payment_method,False,False,True,True,True,False
txn_000034,cust_000635,2026-01-21T07:36:00,card,ICICI,5736.85,91,1,7,10,technical_bank_side,False,do_nothing,False,False,False,False,False,False
txn_000035,cust_001139,2026-03-24T01:11:00,card,HDFC,65.58,65,2,1,26,insufficient_funds,False,do_nothing,False,False,False,False,True,True
txn_000036,cust_001255,2026-07-08T11:20:00,card,Yes Bank,2118.31,05,1,11,5,insufficient_funds,False,delayed_retry@12,True,False,False,True,False,False
txn_000037,cust_000919,2026-04-22T22:35:00,upi,Axis,594.31,91,0,22,5,fraud_suspected,False,do_nothing,False,False,True,False,True,False
txn_000038,cust_001248,2026-03-11T19:01:00,card,Kotak,178.57,51,0,19,9,insufficient_funds,False,do_nothing,False,False,False,True,True,False
txn_000039,cust_000725,2026-05-06T16:54:00,upi,Kotak,20070.63,91,2,16,5,technical_bank_side,False,do_nothing,True,True,True,True,True,False
txn_000040,cust_000766,2026-02-17T18:23:00,netbanking,Kotak,547.1,96,0,18,31,technical_bank_side,False,do_nothing,False,False,True,False,False,False
txn_000041,cust_001213,2026-04-27T22:36:00,upi,SBI,2415.79,12,3,22,22,invalid_details,False,do_nothing,False,False,False,True,False,False
txn_000042,cust_000859,2026-04-23T16:00:00,card,ICICI,3479.8,51,0,16,4,insufficient_funds,False,immediate_retry,False,False,False,False,True,False
txn_000043,cust_000879,2026-02-10T08:11:00,upi,SBI,2156.81,61,1,8,22,insufficient_funds,False,do_nothing,False,False,False,False,False,False
txn_000044,cust_000478,2026-03-17T04:34:00,upi,Kotak,5442.74,61,0,4,20,insufficient_funds,False,delayed_retry@48,False,False,False,False,False,False
txn_000045,cust_000611,2026-05-10T16:36:00,card,SBI,379.87,61,0,16,17,insufficient_funds,False,do_nothing,False,False,False,False,False,False
txn_000046,cust_000937,2026-02-16T16:17:00,upi,Axis,1022.85,54,0,16,14,expired_card,False,immediate_retry,False,True,False,False,False,True
txn_000047,cust_000924,2026-06-05T20:10:00,upi,Yes Bank,491.45,91,0,20,10,technical_bank_side,False,do_nothing,False,False,False,False,False,False
txn_000048,cust_001189,2026-07-05T08:00:00,card,Yes Bank,465.58,51,0,8,5,insufficient_funds,False,do_nothing,False,False,False,True,False,False
txn_000049,cust_001085,2026-03-10T07:01:00,card,Axis,5499.45,54,1,7,11,expired_card,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000050,cust_000446,2026-04-01T12:50:00,card,Yes Bank,2733.03,96,0,12,31,fraud_suspected,False,immediate_retry,True,False,True,True,False,False
txn_000051,cust_000744,2026-02-21T07:04:00,netbanking,IDFC,1275.41,51,2,7,30,insufficient_funds,False,immediate_retry,False,False,False,True,False,False
txn_000052,cust_000604,2026-06-06T13:37:00,upi,ICICI,1141.08,54,1,13,25,expired_card,False,immediate_retry,False,False,False,False,False,False
txn_000053,cust_000717,2026-06-19T11:37:00,upi,Kotak,2632.64,14,0,11,23,invalid_details,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000054,cust_001077,2026-02-04T23:29:00,card,Kotak,4079.19,14,1,23,8,invalid_details,False,delayed_retry@48,False,False,False,False,False,False
txn_000055,cust_000685,2026-06-27T04:05:00,upi,Axis,165.66,96,0,4,27,technical_bank_side,False,delayed_retry@48,True,False,True,True,True,False
txn_000056,cust_000647,2026-05-11T10:22:00,netbanking,Axis,2397.08,54,0,10,16,expired_card,False,delayed_retry@48,False,False,False,False,False,False
txn_000057,cust_001062,2026-02-28T07:21:00,upi,ICICI,1418.58,51,0,7,7,technical_bank_side,False,delayed_retry@12,True,False,True,True,True,False
txn_000058,cust_000282,2026-01-06T21:28:00,card,Axis,2506.27,51,0,21,9,insufficient_funds,False,prompt_new_payment_method,False,False,False,False,True,False
txn_000059,cust_000591,2026-07-03T17:54:00,card,IDFC,152.78,82,0,17,14,invalid_details,False,do_nothing,False,False,False,False,False,True
txn_000060,cust_000982,2026-07-13T10:17:00,wallet,SBI,637.46,51,2,10,28,insufficient_funds,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000061,cust_001364,2026-01-02T01:09:00,wallet,Axis,503.71,51,0,1,22,insufficient_funds,False,immediate_retry,False,False,False,False,False,False
txn_000062,cust_000971,2026-04-17T11:20:00,card,ICICI,2323.23,91,0,11,19,technical_bank_side,False,delayed_retry@48,True,False,True,False,True,False
txn_000063,cust_000823,2026-07-16T09:46:00,card,Yes Bank,432.66,05,1,9,18,insufficient_funds,False,prompt_new_payment_method,False,False,False,True,True,False
txn_000064,cust_000967,2026-02-11T10:43:00,upi,ICICI,631.3,91,1,10,14,technical_bank_side,False,delayed_retry@48,True,False,True,True,True,True
txn_000065,cust_001305,2026-06-17T07:46:00,upi,Axis,627.05,91,3,7,30,technical_bank_side,False,delayed_retry@12,False,True,False,False,False,False
txn_000066,cust_000011,2026-04-01T08:22:00,upi,IDFC,4423.84,54,0,8,19,expired_card,False,do_nothing,False,False,False,False,False,False
txn_000067,cust_000350,2026-01-26T21:59:00,card,IDFC,7223.14,65,0,21,11,insufficient_funds,False,delayed_retry@12,True,False,True,True,True,False
txn_000068,cust_000455,2026-01-20T14:51:00,netbanking,Kotak,421.52,51,1,14,3,insufficient_funds,False,delayed_retry@48,False,False,False,False,False,False
txn_000069,cust_001412,2026-04-06T04:44:00,upi,IDFC,371.75,54,2,4,27,expired_card,False,immediate_retry,False,False,False,False,False,True
txn_000070,cust_000653,2026-06-14T01:26:00,card,ICICI,275.51,14,0,1,2,invalid_details,False,delayed_retry@48,False,False,False,False,False,False
txn_000071,cust_000376,2026-04-07T20:18:00,upi,Kotak,6996.73,91,0,20,11,technical_bank_side,False,delayed_retry@12,True,False,True,True,False,False
txn_000072,cust_000874,2026-01-22T09:16:00,card,Yes Bank,3565.3,14,2,9,6,invalid_details,False,delayed_retry@48,False,False,False,False,False,True
txn_000073,cust_000983,2026-03-18T07:08:00,card,Yes Bank,1138.24,54,1,7,11,expired_card,False,immediate_retry,False,False,False,False,False,True
txn_000074,cust_000831,2026-07-02T10:52:00,wallet,Axis,1198.8,61,2,10,24,insufficient_funds,False,delayed_retry@48,True,False,False,False,True,False
txn_000075,cust_000467,2026-04-09T14:53:00,wallet,Kotak,2436.07,51,1,14,16,insufficient_funds,False,immediate_retry,False,False,False,False,False,False
txn_000076,cust_000316,2026-06-04T20:09:00,card,IDFC,1353.51,82,0,20,8,invalid_details,False,delayed_retry@48,False,False,False,False,False,True
txn_000077,cust_000429,2026-01-17T20:21:00,upi,SBI,3765.08,51,0,20,29,insufficient_funds,False,immediate_retry,False,False,False,True,True,False
txn_000078,cust_000156,2026-02-16T04:56:00,card,IDFC,289.75,61,0,4,3,insufficient_funds,False,delayed_retry@48,False,False,False,False,False,False
txn_000079,cust_001371,2026-06-06T06:31:00,card,SBI,4339.1,91,1,6,27,technical_bank_side,False,immediate_retry,True,True,True,True,True,False
txn_000080,cust_000693,2026-03-09T08:34:00,card,Yes Bank,3220.38,05,0,8,5,fraud_suspected,False,delayed_retry@48,True,False,False,False,True,False
txn_000081,cust_000710,2026-05-03T17:57:00,upi,Axis,1014.39,14,2,17,1,invalid_details,False,immediate_retry,False,False,False,False,False,False
txn_000082,cust_000746,2026-06-22T18:30:00,card,Yes Bank,404.28,91,1,18,6,technical_bank_side,False,prompt_new_payment_method,False,False,True,False,False,False
txn_000083,cust_000063,2026-05-04T05:18:00,upi,HDFC,1713.63,96,2,5,15,insufficient_funds,False,immediate_retry,False,True,False,True,False,False
txn_000084,cust_001485,2026-07-08T19:12:00,netbanking,SBI,650.83,05,0,19,25,expired_card,False,immediate_retry,False,False,False,False,False,False
txn_000085,cust_001460,2026-03-14T15:35:00,upi,IDFC,3317.83,91,0,15,2,technical_bank_side,False,delayed_retry@12,True,False,False,True,False,False
txn_000086,cust_001431,2026-01-01T12:41:00,upi,Axis,1843.51,82,2,12,28,invalid_details,False,delayed_retry@48,False,False,False,False,False,True
txn_000087,cust_000938,2026-02-05T04:23:00,card,ICICI,60.76,51,0,4,19,insufficient_funds,False,immediate_retry,False,False,False,False,False,False
txn_000088,cust_001349,2026-07-09T09:50:00,upi,Kotak,679.69,63,1,9,24,fraud_suspected,True,do_nothing,False,False,False,False,False,False
txn_000089,cust_000322,2026-05-28T12:28:00,upi,Axis,5219.58,51,0,12,4,expired_card,False,immediate_retry,True,False,True,False,True,False
txn_000090,cust_000026,2026-04-14T14:30:00,wallet,SBI,1671.75,54,2,14,18,fraud_suspected,False,delayed_retry@48,False,False,False,False,False,False
txn_000091,cust_000675,2026-05-25T11:01:00,card,HDFC,2065.72,54,1,11,30,expired_card,False,prompt_new_payment_method,False,True,False,False,False,False
txn_000092,cust_001178,2026-04-04T21:55:00,card,HDFC,5021.17,51,0,21,10,invalid_details,False,delayed_retry@48,True,True,True,True,True,False
txn_000093,cust_000928,2026-06-21T12:14:00,card,Kotak,4097.94,05,1,12,23,insufficient_funds,False,delayed_retry@12,False,False,False,False,False,False
txn_000094,cust_000846,2026-03-15T23:15:00,upi,IDFC,893.89,54,1,23,10,expired_card,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000095,cust_001406,2026-01-01T07:48:00,upi,Kotak,78.01,14,1,7,11,invalid_details,False,delayed_retry@12,False,False,False,False,False,False
txn_000096,cust_001367,2026-02-27T10:28:00,wallet,HDFC,413.69,51,1,10,5,technical_bank_side,False,prompt_new_payment_method,False,True,True,False,False,False
txn_000097,cust_000544,2026-03-24T05:44:00,card,Kotak,766.14,61,0,5,23,insufficient_funds,False,delayed_retry@12,True,False,False,True,True,False
txn_000098,cust_001048,2026-01-11T12:19:00,upi,Axis,176.56,05,1,12,23,invalid_details,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000099,cust_001153,2026-06-18T15:05:00,upi,Axis,2417.71,96,1,15,17,technical_bank_side,False,delayed_retry@12,False,False,False,False,False,False
txn_000100,cust_001122,2026-01-07T15:13:00,card,Yes Bank,1380.27,14,1,15,10,invalid_details,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000101,cust_000430,2026-05-09T10:03:00,card,Axis,2793.07,33,1,10,21,expired_card,False,delayed_retry@48,False,False,False,False,False,True
txn_000102,cust_000845,2026-03-04T08:13:00,upi,SBI,3686.81,61,0,8,5,insufficient_funds,False,do_nothing,False,False,True,False,False,False
txn_000103,cust_000792,2026-03-20T14:11:00,netbanking,IDFC,1712.11,05,0,14,23,technical_bank_side,False,delayed_retry@12,True,False,True,True,True,False
txn_000104,cust_000443,2026-06-30T17:24:00,card,Yes Bank,1251.39,33,1,17,11,expired_card,False,delayed_retry@48,False,False,False,False,False,False
txn_000105,cust_001212,2026-02-19T02:36:00,card,IDFC,1037.97,14,1,2,16,invalid_details,False,delayed_retry@12,False,False,False,False,False,False
txn_000106,cust_001136,2026-05-11T01:07:00,card,HDFC,194.92,51,1,1,30,insufficient_funds,False,delayed_retry@12,False,False,False,False,False,False
txn_000107,cust_000701,2026-01-31T05:49:00,card,Kotak,494.45,05,0,5,27,expired_card,False,prompt_new_payment_method,True,False,False,False,False,True
txn_000108,cust_000026,2026-04-12T04:20:00,wallet,Kotak,438.73,51,2,4,30,fraud_suspected,False,do_nothing,False,False,False,False,False,False
txn_000109,cust_001447,2026-01-04T17:19:00,card,Kotak,954.94,59,0,17,10,fraud_suspected,True,do_nothing,False,False,False,False,False,False
txn_000110,cust_000480,2026-03-01T19:36:00,upi,ICICI,616.34,61,1,19,8,insufficient_funds,False,delayed_retry@12,False,False,False,False,False,False
txn_000111,cust_000535,2026-07-04T20:28:00,card,Axis,5145.39,51,1,20,25,insufficient_funds,False,delayed_retry@48,False,False,False,True,False,True
txn_000112,cust_000984,2026-03-10T02:52:00,card,IDFC,2491.46,12,1,2,13,invalid_details,False,do_nothing,True,True,False,False,False,True
txn_000113,cust_000770,2026-05-02T17:34:00,card,HDFC,900.22,51,2,17,21,technical_bank_side,False,delayed_retry@48,False,True,True,True,False,True
txn_000114,cust_000471,2026-04-10T19:50:00,card,Yes Bank,151.53,51,0,19,8,insufficient_funds,False,delayed_retry@48,True,False,False,True,True,False
txn_000115,cust_000850,2026-06-21T11:17:00,card,IDFC,336.05,14,1,11,21,invalid_details,False,delayed_retry@48,False,False,False,False,False,False
txn_000116,cust_000859,2026-06-28T14:53:00,upi,IDFC,625.35,61,0,14,31,insufficient_funds,False,delayed_retry@48,False,False,False,True,False,False
txn_000117,cust_000381,2026-04-17T01:38:00,upi,Axis,2941.8,51,1,1,1,insufficient_funds,False,do_nothing,False,False,True,True,True,False
txn_000118,cust_000734,2026-06-29T09:25:00,upi,SBI,847.72,82,1,9,24,invalid_details,False,delayed_retry@48,False,False,False,False,False,True
txn_000119,cust_001224,2026-02-21T17:34:00,card,SBI,558.11,91,0,17,10,technical_bank_side,False,delayed_retry@48,False,False,True,True,False,False
txn_000120,cust_000664,2026-07-10T18:59:00,card,IDFC,3399.33,96,0,18,21,technical_bank_side,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000121,cust_001382,2026-07-12T22:47:00,netbanking,HDFC,3925.78,05,0,22,6,insufficient_funds,False,immediate_retry,False,False,False,True,True,True
txn_000122,cust_000716,2026-05-31T01:45:00,card,HDFC,2931.55,51,0,1,4,insufficient_funds,False,delayed_retry@12,False,False,False,False,True,False
txn_000123,cust_000281,2026-03-31T00:36:00,upi,ICICI,8945.58,96,2,0,31,technical_bank_side,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000124,cust_000128,2026-03-18T09:38:00,card,Kotak,2711.34,05,0,9,31,insufficient_funds,False,prompt_new_payment_method,False,False,True,True,True,False
txn_000125,cust_000107,2026-01-09T19:25:00,card,IDFC,2872.28,65,0,19,23,insufficient_funds,False,delayed_retry@12,False,False,False,False,False,False
txn_000126,cust_000342,2026-02-22T20:58:00,card,Yes Bank,1641.46,14,3,20,7,invalid_details,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000127,cust_001126,2026-07-20T19:49:00,upi,SBI,2869.41,05,1,19,14,fraud_suspected,True,delayed_retry@48,False,False,False,False,False,False
txn_000128,cust_001208,2026-05-03T23:07:00,card,IDFC,699.8,51,0,23,26,insufficient_funds,False,do_nothing,False,False,False,False,True,False
txn_000129,cust_001122,2026-04-22T23:52:00,card,Axis,2617.99,96,0,23,15,technical_bank_side,False,do_nothing,False,False,True,True,True,False
txn_000130,cust_000000,2026-02-15T12:20:00,card,SBI,968.5,63,1,12,2,fraud_suspected,True,delayed_retry@48,False,False,False,False,False,False
txn_000131,cust_001009,2026-02-17T04:30:00,card,Kotak,4043.83,82,0,4,26,invalid_details,False,immediate_retry,False,False,False,False,False,True
txn_000132,cust_000326,2026-05-09T13:50:00,upi,IDFC,339.65,05,2,13,11,expired_card,False,prompt_new_payment_method,True,False,False,False,False,True
txn_000133,cust_000384,2026-01-24T04:30:00,upi,Axis,1882.28,61,0,4,18,insufficient_funds,False,delayed_retry@12,False,False,False,False,False,False
txn_000134,cust_000519,2026-06-03T17:40:00,upi,HDFC,1874.02,33,0,17,24,expired_card,False,delayed_retry@12,False,False,False,False,False,False
txn_000135,cust_000171,2026-06-24T19:12:00,upi,Yes Bank,4222.22,54,1,19,17,expired_card,False,immediate_retry,False,False,False,False,False,True
txn_000136,cust_000531,2026-01-26T19:57:00,netbanking,HDFC,438.04,51,0,19,16,insufficient_funds,False,immediate_retry,False,False,False,True,False,False
txn_000137,cust_001352,2026-04-16T18:52:00,upi,Yes Bank,472.85,82,1,18,5,invalid_details,False,immediate_retry,False,False,False,False,False,True
txn_000138,cust_000971,2026-05-31T15:35:00,upi,SBI,470.16,54,0,15,31,expired_card,False,do_nothing,False,False,False,False,False,True
txn_000139,cust_000376,2026-01-05T20:41:00,card,Kotak,2929.77,59,0,20,7,fraud_suspected,True,delayed_retry@48,False,False,False,False,False,False
txn_000140,cust_000607,2026-02-21T19:47:00,upi,Kotak,2548.51,51,0,19,24,insufficient_funds,False,immediate_retry,False,False,False,False,False,False
txn_000141,cust_000848,2026-03-22T19:06:00,card,HDFC,1308.26,05,3,19,4,insufficient_funds,False,delayed_retry@48,False,False,False,False,False,False
txn_000142,cust_001337,2026-03-18T03:47:00,netbanking,SBI,7070.18,12,0,3,1,invalid_details,False,immediate_retry,False,False,False,False,False,False
txn_000143,cust_000248,2026-06-26T20:12:00,card,ICICI,4272.86,91,2,20,16,technical_bank_side,False,prompt_new_payment_method,False,False,True,False,False,False
txn_000144,cust_000875,2026-01-20T08:51:00,netbanking,SBI,882.14,82,0,8,21,invalid_details,False,delayed_retry@48,False,False,False,False,False,False
txn_000145,cust_001303,2026-01-22T14:01:00,card,IDFC,1605.1,51,0,14,15,insufficient_funds,False,prompt_new_payment_method,False,False,False,False,True,False
txn_000146,cust_001044,2026-06-05T13:58:00,upi,SBI,5844.55,51,1,13,19,insufficient_funds,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000147,cust_000660,2026-03-21T06:59:00,card,IDFC,3978.82,59,1,6,31,fraud_suspected,True,prompt_new_payment_method,False,False,False,False,False,False
txn_000148,cust_000079,2026-06-13T15:13:00,card,Kotak,768.68,96,0,15,22,technical_bank_side,False,delayed_retry@48,True,False,True,False,True,False
txn_000149,cust_000431,2026-01-24T00:08:00,card,Axis,393.77,54,1,0,11,expired_card,False,delayed_retry@12,False,False,False,False,False,False
txn_000150,cust_000139,2026-07-05T14:52:00,wallet,IDFC,553.99,51,0,14,7,insufficient_funds,False,prompt_new_payment_method,False,False,False,False,True,False
txn_000151,cust_000943,2026-07-19T03:56:00,card,Yes Bank,3565.83,05,0,3,11,technical_bank_side,False,do_nothing,False,False,False,False,False,False
txn_000152,cust_000053,2026-03-31T22:07:00,netbanking,ICICI,1413.9,51,0,22,18,insufficient_funds,False,immediate_retry,False,True,False,True,True,False
txn_000153,cust_001489,2026-04-02T17:02:00,wallet,ICICI,5795.09,54,0,17,9,expired_card,False,delayed_retry@12,False,False,False,False,False,False
txn_000154,cust_000512,2026-04-26T12:09:00,upi,Axis,1093.85,51,0,12,14,insufficient_funds,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000155,cust_000352,2026-03-07T08:41:00,upi,Axis,1531.08,05,0,8,29,insufficient_funds,False,delayed_retry@12,False,False,False,False,False,False
txn_000156,cust_001391,2026-06-01T14:08:00,upi,Kotak,306.9,14,2,14,22,invalid_details,False,immediate_retry,False,False,False,False,False,True
txn_000157,cust_001242,2026-02-20T05:50:00,upi,Axis,1707.0,14,2,5,22,invalid_details,False,immediate_retry,False,False,False,False,False,False
txn_000158,cust_001414,2026-02-19T22:11:00,card,IDFC,3681.41,33,2,22,11,expired_card,False,delayed_retry@12,False,False,False,False,False,True
txn_000159,cust_000320,2026-01-02T15:35:00,netbanking,Kotak,1458.01,05,0,15,9,expired_card,False,do_nothing,False,False,False,False,False,False
txn_000160,cust_000271,2026-03-27T09:56:00,netbanking,HDFC,4847.8,05,0,9,7,technical_bank_side,False,immediate_retry,False,False,False,False,False,False
txn_000161,cust_000727,2026-01-02T13:40:00,card,Kotak,2266.96,33,0,13,25,expired_card,False,delayed_retry@12,False,False,False,False,False,True
txn_000162,cust_001242,2026-04-24T12:47:00,netbanking,ICICI,373.65,59,0,12,17,fraud_suspected,True,prompt_new_payment_method,True,True,False,False,False,True
txn_000163,cust_000728,2026-03-05T22:20:00,netbanking,Axis,384.69,96,0,22,14,technical_bank_side,False,do_nothing,False,False,True,False,False,False
txn_000164,cust_000560,2026-01-29T09:49:00,upi,SBI,175.37,51,1,9,16,technical_bank_side,False,prompt_new_payment_method,True,False,True,False,True,True
txn_000165,cust_000673,2026-02-18T04:22:00,card,IDFC,795.24,51,0,4,28,technical_bank_side,False,delayed_retry@48,False,False,False,False,False,False
txn_000166,cust_000137,2026-06-15T08:35:00,upi,HDFC,7221.07,91,0,8,31,technical_bank_side,False,immediate_retry,True,False,True,False,False,False
txn_000167,cust_000451,2026-07-07T18:56:00,upi,HDFC,743.33,54,2,18,31,expired_card,False,delayed_retry@12,False,False,False,False,False,False
txn_000168,cust_001424,2026-01-18T04:20:00,card,SBI,1383.28,05,0,4,7,insufficient_funds,False,delayed_retry@12,False,False,False,False,False,False
txn_000169,cust_001465,2026-02-09T20:05:00,card,Yes Bank,927.31,51,0,20,30,insufficient_funds,False,delayed_retry@48,True,False,False,True,True,False
txn_000170,cust_000813,2026-05-18T10:46:00,card,SBI,364.86,14,0,10,16,invalid_details,False,do_nothing,False,False,False,False,False,False
txn_000171,cust_001220,2026-05-27T13:56:00,netbanking,SBI,657.72,51,1,13,9,insufficient_funds,False,delayed_retry@12,False,False,False,False,False,True
txn_000172,cust_000206,2026-06-21T02:35:00,netbanking,Axis,922.94,91,2,2,23,technical_bank_side,False,delayed_retry@48,False,False,True,True,False,False
txn_000173,cust_000648,2026-03-31T07:25:00,card,HDFC,4143.46,54,1,7,15,expired_card,False,prompt_new_payment_method,False,False,False,False,False,False
txn_000174,cust_000100,2026-06-10T16:29:00,card,Kotak,2842.54,54,1,16,5,expired_card,False,prompt_new_payment_method,True,False,False,False,False,True
txn_000175,cust_000991,2026-06-23T07:51:00,card,IDFC,129.23,51,1,7,7,insufficient_funds,False,do_nothing,False,False,False,False,False,False
txn_000176,cust_000304,2026-02-04T00:19:00,wallet,Kotak,287.28,51,0,0,1,insufficient_funds,False,do_nothing,False,False,False,False,False,False
txn_000177,cust_000628,2026-04-09T12:46:00,card,ICICI,4154.4,33,2,12,7,expired_card,False,immediate_retry,False,False,False,False,False,False
txn_000178,cust_000755,2026-05-25T11:51:00,upi,IDFC,537.32,51,2,11,4,insufficient_funds,False,delayed_retry@48,False,True,False,False,False,False
txn_000179,cust_001398,2026-07-07T19:44:00,upi,Axis,383.67,14,0,19,25,invalid_details,False,delayed_retry@12,False,False,False,False,False,False
txn_000180,cust_000391,2026-04-10T18:00:00,wallet,SBI,7238.14,96,0,18,30,technical_bank_side,False,delayed_retry@12,False,False,False,False,True,False
txn_000181,cust_000664,2026-03-21T09:50:00,netbanking,SBI,122.93,05,2,9,24,insufficient_funds,False,do_nothing,False,False,False,False,False,False
txn_000182,cust_000957,2026-04-22T08:24:00,card,ICICI,387.75,51,0,8,26,insufficient_funds,False,prompt_new_payment_method,False,False,False,False,False,False
